brightness,saturation,contrast,sharpness,score
1.1282752472588526,1.4689770450266288,1.2283158491490953,0.6308246768636447,32
1.3406470992513322,1.4564139777161356,1.1487659082352468,0.5729996550624489,64
1.3623783450182012,0.5641288608637017,1.0933760410616316,1.1530144369319553,2
1.419079209688384,1.2735409573404266,1.3717530563816258,0.92558367582405,16
0.8647126546803947,1.3257706405343055,1.389916019670102,0.8590220385811705,4
1.0709864437514385,1.1854178491307286,0.9184669457549435,1.2398541324264638,1
1.3680553299855522,1.493015692362055,0.524424317394873,1.1135553534962885,1
1.2493514359757742,1.4025107805958767,0.9728559451701998,0.909680693530616,2
0.5050468953410234,1.2722625212661316,1.1254890635990917,1.2716148843436472,1
1.3017803725642234,1.1921575348726186,0.9443961958717502,0.7930045943682049,4
1.1481759495594905,1.0202552569512746,0.6768189378613938,0.8388482907506334,1
0.8584733916600967,0.6869939554262403,1.017398256348346,1.1166396297007837,1
0.926588242630255,1.3295691508246443,1.2566060789658802,0.6904213035864261,1
1.0781160514077115,0.8311414324600035,0.9909253245640306,0.865851889179561,2
1.1446018571767058,0.84909578470936,1.4404751484850429,0.8584511621996662,2
1.2144173790302266,1.1309967092766893,1.2460930448085885,1.3702286516126045,8
1.2730359697749323,1.374355197877832,0.9243307932265464,1.0588790544863462,1
1.3484093895148557,0.6743601539403627,0.5290992009662837,0.9897263835507171,1
0.9290363449567833,1.0730199065194905,1.3617711914380395,1.3486190447391437,4
0.8708689939289063,0.591115394236525,1.2245938631211934,0.5442534175543852,1
0.5315821719770927,0.5957279858561073,0.7282762754131326,1.2199421072097754,1
0.9002475471723131,1.3133637204974615,0.8454277210328256,0.9257898984843552,1
1.376181617936782,0.7055888507990893,0.9867046706178939,1.0370313963892097,4
1.2453864293870627,1.441555255557124,0.7227315017269788,1.3151664435308241,1
1.0514641678434224,0.7593926111104782,0.7225140798224798,1.4182435818748935,1
1.0419267513380508,1.4364986947961098,0.6931299598517007,1.2549613275612204,2
1.4380446606067308,1.2392576798939166,0.8175587125006505,0.5284884968233678,2
0.6044002548843259,0.9757314119571553,0.5778100113726539,1.4202756643839758,1
1.2953317728596931,0.8842896783056526,1.3746832759161978,1.4552472822621394,4
1.2649471257484421,1.0193357533094285,1.4143778374974705,0.6842835821901615,8
1.0465258145978384,0.9040400777811121,0.9276762241995407,0.8858679147582527,1
0.5354016582519644,0.5745362857408386,1.1241738222757998,0.6687400842764081,1
1.4353591216338426,0.9871811867668412,1.1942384897407503,0.8550508934232578,8
1.341896619822635,0.5521661154698893,1.3763777130325026,0.7162285858917303,2
1.2375404488763684,0.9591467808851605,0.970124163190335,0.637659810989644,2
1.4109622420768835,1.2643921763001873,1.2862916382977767,0.9736821496040698,16
1.010904289280343,0.6053147090712022,0.7342445765111991,1.0672197814117892,1
1.4661011323467563,0.6387439208975324,1.4170915692183024,1.3772252811902836,2
1.140104267421536,0.5184003001217572,0.768821722063996,1.1243096154282703,1
0.9129408236118257,1.2415198371103198,1.3290661820563252,0.687435642625376,4
0.9646178347657838,1.086165588006323,1.314077628642242,0.6915682476073076,2
0.6645036132791918,1.0838396490333224,1.232240972473286,0.7661650265508527,2
1.130168525615968,0.7181321443755722,1.0430512695896401,1.2490953842866934,1
0.7357105875056863,0.7208234224049878,1.41918656481229,0.8297157054246597,2
0.6553770203282632,0.9050014255391173,1.0805782275782887,1.003097650634087,1
0.6746444070775085,1.1030715622887266,1.4161800511702154,0.9324646883324296,1
1.1370373621910652,0.9542284249027974,0.5301954787641675,0.6453743119442213,2
1.3121279384313798,0.737222052312578,1.3322723986837004,0.5617683575705716,4
1.3233150281153288,0.8318920186100673,0.9755382810885291,1.1166758863160902,2
1.0839197668474214,0.9147583566172424,1.1078721944071854,1.0520847231093275,1
1.027966021412993,0.6012491174601935,1.0738756979851303,0.7428293924688661,2
0.5399879595611697,0.8108020621347489,1.0687647041986996,0.5506484191095843,1
0.5590138271167792,1.1938068490712421,1.3374028703116305,1.467366065915033,1
1.2342822947246148,1.4558446717447566,0.7933378220770322,0.5022195282777463,2
0.6005542635444193,1.1044198330579948,1.460971964095426,1.3230330030746518,1
1.3977182226434937,0.7842144427178084,1.1409853818257156,1.4606767242492618,4
0.7504618775649813,1.4168425461606367,0.8878620469018352,1.495188920552701,2
0.8134957406153827,1.2686128057272401,1.306012718298482,0.6079722011548987,4
1.3160599527208645,0.889327537256881,0.8224404966993937,1.1906428702075251,1
1.125995571851469,1.0497450838446882,0.646764174379658,1.3963820787677272,2
0.5976655483005073,1.0329463918660315,0.9071785556390644,1.3752284083451016,1
0.6012193504121123,1.3475842244481093,1.420972069665101,1.1754969974485001,4
0.984798555041602,0.8932569247197584,0.5789807660764502,1.4852441158234697,1
1.1772790931969972,1.0161212665241155,1.4580731393384498,1.128778014679726,4
0.9670398562128307,1.2975049277035733,0.9995058705467517,1.2885174756881357,1
0.7629390811693779,0.7558526779628251,1.142308387643435,0.7032285207181118,1
1.4583840076071675,1.2696637890098421,0.84705221086737,0.9561326981003663,2
0.7585654498017266,1.0434301713216663,0.7970454546271075,0.6152622984756767,2
0.6596680056522737,0.9388725103021568,0.88283636042872,1.2612330809899914,1
1.41067975662401,1.024196725106779,1.0182768895330563,0.7920537574581044,8
1.37886161669794,1.2114177310424608,1.4769952744995307,0.8735145216234488,1
1.3134062900000947,0.6815711522636873,0.5070601235920005,0.9159533228862522,1
0.8776199024149751,1.2985633348979535,1.0795023261706167,0.9192268180387968,1
0.7051763026976055,1.4923505169324454,0.604504312862214,0.5591924369980925,1
1.0634155233348097,0.5183950610687337,1.0920921544476516,0.9876989054457633,1
0.5059505604916064,1.1896965809228894,1.418783576697224,1.4851903054635538,1
1.2862512276829914,1.0915182665130108,0.863919095591426,1.328787103836102,1
0.8822530965890071,0.5608836257121627,0.8390356033042271,0.569649376608069,1
0.9062877185856932,0.7370977755438637,1.4299349777576202,1.2903363072719218,2
0.8028839116485781,0.8102105233933364,1.4446371863915992,0.5398994436170388,2
0.9735450774693786,1.2792020810333389,0.8822116609382173,1.290523795224362,8
0.6622848029973205,0.5025063902577671,1.2516375341832267,1.0768736495203544,1
1.420262675221526,0.7019538079708001,1.161620066343857,1.2498545817667988,1
1.2672677446196765,0.6273947528206405,1.1158193123005327,0.7204231738906888,1
1.4966893905058558,1.3735727308735797,0.8575272935103978,1.0994131349986276,2
1.3445787584060422,1.4372258470414394,0.9906020359350051,1.295889935681362,16
1.2988449252109704,1.4694063378834912,0.6161258550413786,1.1666790923688437,1
0.5715310715710793,0.8552810419347574,1.122728395808803,0.7205301535032093,1
0.9789002444981271,1.0144513975259697,1.4370026521142127,0.5073153589450093,1
1.437137636919454,1.1010559602517431,0.5978522908443633,0.5481820103298588,1
1.0275956024657646,0.6624022794292104,0.5379542936118047,0.7257602381088142,1
1.3964093981549288,1.2723304543004859,0.881337660334218,0.9450318336194399,2
1.2342334923333678,1.4635142749368126,0.7408081564359319,0.8815412978062842,1
1.426907143577423,1.282295388429183,1.444684221705487,0.5116823936694607,16
1.259892695034713,1.4295476744496334,1.4169566412650112,0.7313760357258785,64
1.4456854512101622,0.8332383717797874,0.8931000021138139,0.8315791002532399,4
1.380199549824213,0.8109036367887448,0.9662199000696474,0.8216582394984481,4
1.3229548979595511,1.3859166968489396,0.7598890225899081,1.0262551042894748,1
1.0610625619932965,0.7253125894710427,1.1502493342111102,1.4203303057098366,2
0.642801995274931,0.8822949950083545,1.0305248493694716,0.6957494524087643,1
